0,no
2,no
3,no
4,no
5,no
6,no
7,no
8,no
11,no
12,no
13,no
16,no
17,no
19,no
22,no
23,no
24,no
26,no
28,no
32,no
33,no
34,no
35,no
36,no
37,no
38,no
40,no
43,no
44,no
45,no
46,no
49,no
50,no
53,no
56,no
57,yes
63,no
65,no
66,no
67,no
69,no
72,no
74,no
77,no
79,no
81,no
82,no
84,no
85,no
88,no
89,no
91,no
92,no
93,no
95,no
99,no
102,no
105,no
106,no
107,no
108,no
109,no
110,no
115,no
119,no
121,no
125,no
127,no
128,no
129,no
130,no
131,no
134,no
135,no
137,no
138,no
142,no
145,no
146,no
147,yes
150,no
153,no
155,no
159,no
160,no
163,no
168,no
170,no
175,no
177,no
181,no
183,no
185,no
187,no
188,no
191,no
192,no
195,no
196,no
197,no
199,no
200,no
201,no
202,no
203,no
205,no
209,no
211,no
212,no
213,no
217,no
218,no
219,no
220,no
221,no
222,no
225,no
227,no
230,no
231,yes
234,no
236,no
238,no
239,no
240,no
242,no
244,no
246,no
248,no
249,no
252,no
254,no
255,no
256,no
259,no
262,no
263,no
266,no
268,no
272,no
274,no
275,no
282,no
283,no
285,no
286,no
287,no
288,no
290,no
292,no
293,no
294,no
296,no
298,no
300,no
302,no
303,no
306,no
307,no
308,no
309,no
310,no
311,no
313,no
316,no
317,no
319,no
320,no
321,no
322,no
324,no
330,no
331,no
332,no
335,no
336,no
339,no
340,no
342,no
343,no
345,no
350,no
352,no
354,no
358,no
361,no
362,yes
363,no
364,no
369,no
370,no
372,no
377,no
382,no
383,no
384,no
385,no
386,no
387,no
389,no
390,no
391,no
392,no
393,no
394,no
395,no
396,no
397,no
400,no
401,no
403,no
404,no
405,no
407,no
408,no
410,yes
411,no
412,no
415,no
417,no
419,no
420,no
421,no
422,no
424,no
427,no
428,no
430,no
432,no
433,no
435,no
436,no
437,no
438,no
440,no
442,no
444,no
447,no
454,no
455,no
456,no
457,no
459,no
460,no
461,no
463,no
465,no
466,no
468,no
470,no
471,no
473,no
476,no
477,no
479,no
481,no
482,no
483,no
484,no
487,no
490,no
491,no
494,no
495,no
496,no
501,no
502,no
503,no
505,no
506,no
510,no
511,no
512,no
514,no
516,no
518,no
520,no
524,no
525,no
527,no
530,no
533,no
534,no
536,no
537,no
538,no
541,no
542,no
543,no
545,no
548,no
550,no
551,no
552,no
553,no
554,no
555,no
556,no
557,no
558,no
559,no
561,no
562,no
563,no
565,no
566,no
567,no
569,no
570,no
573,no
574,no
575,no
581,no
585,no
586,no
587,no
588,no
592,no
595,no
596,no
597,no
599,no
600,no
602,no
604,no
608,no
609,no
610,no
612,no
613,no
616,no
618,no
619,no
620,no
623,no
625,no
627,no
628,no
629,no
632,no
636,no
637,no
638,no
639,no
641,no
642,no
644,no
646,no
647,no
648,no
651,no
654,yes
659,no
660,no
662,no
663,yes
664,no
665,no
666,no
668,no
670,no
674,no
675,no
676,no
680,no
684,yes
685,no
686,no
687,no
689,no
691,no
692,no
694,no
695,no
696,yes
697,no
698,no
700,no
701,no
702,no
703,no
705,no
706,no
709,no
711,no
713,no
714,no
717,no
724,no
725,no
726,no
727,no
728,no
730,no
733,no
734,no
736,no
741,no
742,no
745,no
749,no
753,no
755,no
757,no
758,no
760,no
761,no
763,no
764,no
765,no
766,no
767,no
769,no
771,no
776,no
777,no
778,no
783,no
788,no
790,no
792,no
793,no
795,no
797,no
800,no
801,no
803,no
804,no
806,no
808,no
810,no
811,no
813,no
815,no
817,no
819,no
820,no
822,no
823,no
824,no
825,no
827,no
828,no
832,no
834,no
836,no
837,no
838,no
840,no
842,no
843,no
846,no
847,no
849,no
850,no
851,no
852,no
854,no
856,no
857,no
858,no
859,no
863,no
866,no
867,no
869,no
870,no
871,no
872,no
874,no
875,no
876,no
877,no
878,no
880,no
881,no
882,no
884,no
891,no
893,no
896,no
897,no
899,no
900,no
906,no
911,no
917,no
918,no
920,no
921,no
922,no
923,no
924,no
